Volatility 3 Framework 2.10.0

PID	Process	Value	Privilege	Attributes	Description
4076	msedge.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
4076	msedge.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
4076	msedge.exe	11	SeSystemProfilePrivilege		Profile system performance
4076	msedge.exe	12	SeSystemtimePrivilege		Change the system time
4076	msedge.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
4076	msedge.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
4076	msedge.exe	15	SeCreatePagefilePrivilege		Create a pagefile
4076	msedge.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
4076	msedge.exe	17	SeBackupPrivilege		Backup files and directories
4076	msedge.exe	18	SeRestorePrivilege		Restore files and directories
4076	msedge.exe	19	SeShutdownPrivilege		Shut down the system
4076	msedge.exe	20	SeDebugPrivilege		Debug programs
4076	msedge.exe	21	SeAuditPrivilege		Generate security audits
4076	msedge.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
4076	msedge.exe	23	SeChangeNotifyPrivilege	Default	Receive notifications of changes to files or directories
4076	msedge.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
4076	msedge.exe	25	SeUndockPrivilege		Remove computer from docking station
4076	msedge.exe	26	SeSyncAgentPrivilege		Synch directory service data
4076	msedge.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
4076	msedge.exe	28	SeManageVolumePrivilege		Manage the files on a volume
4076	msedge.exe	29	SeImpersonatePrivilege		Impersonate a client after authentication
4076	msedge.exe	30	SeCreateGlobalPrivilege		Create global objects
4076	msedge.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
4076	msedge.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
4076	msedge.exe	33	SeIncreaseWorkingSetPrivilege		Allocate more memory for user applications
4076	msedge.exe	34	SeTimeZonePrivilege		Adjust the time zone of the computer's internal clock
4076	msedge.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
4076	msedge.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
1012	powershell.exe	2	SeCreateTokenPrivilege		Create a token object
1012	powershell.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
1012	powershell.exe	4	SeLockMemoryPrivilege		Lock pages in memory
1012	powershell.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
1012	powershell.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
1012	powershell.exe	7	SeTcbPrivilege		Act as part of the operating system
1012	powershell.exe	8	SeSecurityPrivilege		Manage auditing and security log
1012	powershell.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
1012	powershell.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
1012	powershell.exe	11	SeSystemProfilePrivilege		Profile system performance
1012	powershell.exe	12	SeSystemtimePrivilege		Change the system time
1012	powershell.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
1012	powershell.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
1012	powershell.exe	15	SeCreatePagefilePrivilege		Create a pagefile
1012	powershell.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
1012	powershell.exe	17	SeBackupPrivilege		Backup files and directories
1012	powershell.exe	18	SeRestorePrivilege		Restore files and directories
1012	powershell.exe	19	SeShutdownPrivilege	Present	Shut down the system
1012	powershell.exe	20	SeDebugPrivilege		Debug programs
1012	powershell.exe	21	SeAuditPrivilege		Generate security audits
1012	powershell.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
1012	powershell.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
1012	powershell.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
1012	powershell.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
1012	powershell.exe	26	SeSyncAgentPrivilege		Synch directory service data
1012	powershell.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
1012	powershell.exe	28	SeManageVolumePrivilege		Manage the files on a volume
1012	powershell.exe	29	SeImpersonatePrivilege		Impersonate a client after authentication
1012	powershell.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
1012	powershell.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
1012	powershell.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
1012	powershell.exe	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
1012	powershell.exe	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
1012	powershell.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
1012	powershell.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
8416	powershell.exe	2	SeCreateTokenPrivilege		Create a token object
8416	powershell.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
8416	powershell.exe	4	SeLockMemoryPrivilege		Lock pages in memory
8416	powershell.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
8416	powershell.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
8416	powershell.exe	7	SeTcbPrivilege		Act as part of the operating system
8416	powershell.exe	8	SeSecurityPrivilege		Manage auditing and security log
8416	powershell.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
8416	powershell.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
8416	powershell.exe	11	SeSystemProfilePrivilege		Profile system performance
8416	powershell.exe	12	SeSystemtimePrivilege		Change the system time
8416	powershell.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
8416	powershell.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
8416	powershell.exe	15	SeCreatePagefilePrivilege		Create a pagefile
8416	powershell.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
8416	powershell.exe	17	SeBackupPrivilege		Backup files and directories
8416	powershell.exe	18	SeRestorePrivilege		Restore files and directories
8416	powershell.exe	19	SeShutdownPrivilege	Present	Shut down the system
8416	powershell.exe	20	SeDebugPrivilege		Debug programs
8416	powershell.exe	21	SeAuditPrivilege		Generate security audits
8416	powershell.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
8416	powershell.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
8416	powershell.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
8416	powershell.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
8416	powershell.exe	26	SeSyncAgentPrivilege		Synch directory service data
8416	powershell.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
8416	powershell.exe	28	SeManageVolumePrivilege		Manage the files on a volume
8416	powershell.exe	29	SeImpersonatePrivilege		Impersonate a client after authentication
8416	powershell.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
8416	powershell.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
8416	powershell.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
8416	powershell.exe	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
8416	powershell.exe	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
8416	powershell.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
8416	powershell.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
7956	conhost.exe	2	SeCreateTokenPrivilege		Create a token object
7956	conhost.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
7956	conhost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
7956	conhost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
7956	conhost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
7956	conhost.exe	7	SeTcbPrivilege		Act as part of the operating system
7956	conhost.exe	8	SeSecurityPrivilege		Manage auditing and security log
7956	conhost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
7956	conhost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
7956	conhost.exe	11	SeSystemProfilePrivilege		Profile system performance
7956	conhost.exe	12	SeSystemtimePrivilege		Change the system time
7956	conhost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
7956	conhost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
7956	conhost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
7956	conhost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
7956	conhost.exe	17	SeBackupPrivilege		Backup files and directories
7956	conhost.exe	18	SeRestorePrivilege		Restore files and directories
7956	conhost.exe	19	SeShutdownPrivilege	Present	Shut down the system
7956	conhost.exe	20	SeDebugPrivilege		Debug programs
7956	conhost.exe	21	SeAuditPrivilege		Generate security audits
7956	conhost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
7956	conhost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
7956	conhost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
7956	conhost.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
7956	conhost.exe	26	SeSyncAgentPrivilege		Synch directory service data
7956	conhost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
7956	conhost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
7956	conhost.exe	29	SeImpersonatePrivilege		Impersonate a client after authentication
7956	conhost.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
7956	conhost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
7956	conhost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
7956	conhost.exe	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
7956	conhost.exe	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
7956	conhost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
7956	conhost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
6304	powershell.exe	2	SeCreateTokenPrivilege		Create a token object
6304	powershell.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
6304	powershell.exe	4	SeLockMemoryPrivilege		Lock pages in memory
6304	powershell.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
6304	powershell.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
6304	powershell.exe	7	SeTcbPrivilege		Act as part of the operating system
6304	powershell.exe	8	SeSecurityPrivilege		Manage auditing and security log
6304	powershell.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
6304	powershell.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
6304	powershell.exe	11	SeSystemProfilePrivilege		Profile system performance
6304	powershell.exe	12	SeSystemtimePrivilege		Change the system time
6304	powershell.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
6304	powershell.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
6304	powershell.exe	15	SeCreatePagefilePrivilege		Create a pagefile
6304	powershell.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
6304	powershell.exe	17	SeBackupPrivilege		Backup files and directories
6304	powershell.exe	18	SeRestorePrivilege		Restore files and directories
6304	powershell.exe	19	SeShutdownPrivilege	Present	Shut down the system
6304	powershell.exe	20	SeDebugPrivilege		Debug programs
6304	powershell.exe	21	SeAuditPrivilege		Generate security audits
6304	powershell.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
6304	powershell.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
6304	powershell.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
6304	powershell.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
6304	powershell.exe	26	SeSyncAgentPrivilege		Synch directory service data
6304	powershell.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
6304	powershell.exe	28	SeManageVolumePrivilege		Manage the files on a volume
6304	powershell.exe	29	SeImpersonatePrivilege		Impersonate a client after authentication
6304	powershell.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
6304	powershell.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
6304	powershell.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
6304	powershell.exe	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
6304	powershell.exe	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
6304	powershell.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
6304	powershell.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
4996	consent.exe	2	SeCreateTokenPrivilege		Create a token object
4996	consent.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
4996	consent.exe	4	SeLockMemoryPrivilege	Default	Lock pages in memory
4996	consent.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
4996	consent.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
4996	consent.exe	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
4996	consent.exe	8	SeSecurityPrivilege		Manage auditing and security log
4996	consent.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
4996	consent.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
4996	consent.exe	11	SeSystemProfilePrivilege	Default	Profile system performance
4996	consent.exe	12	SeSystemtimePrivilege		Change the system time
4996	consent.exe	13	SeProfileSingleProcessPrivilege	Default	Profile a single process
4996	consent.exe	14	SeIncreaseBasePriorityPrivilege	Default	Increase scheduling priority
4996	consent.exe	15	SeCreatePagefilePrivilege	Default	Create a pagefile
4996	consent.exe	16	SeCreatePermanentPrivilege	Default	Create permanent shared objects
4996	consent.exe	17	SeBackupPrivilege	Present,Enabled	Backup files and directories
4996	consent.exe	18	SeRestorePrivilege	Present,Enabled	Restore files and directories
4996	consent.exe	19	SeShutdownPrivilege		Shut down the system
4996	consent.exe	20	SeDebugPrivilege	Default	Debug programs
4996	consent.exe	21	SeAuditPrivilege	Default	Generate security audits
4996	consent.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
4996	consent.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
4996	consent.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
4996	consent.exe	25	SeUndockPrivilege		Remove computer from docking station
4996	consent.exe	26	SeSyncAgentPrivilege		Synch directory service data
